,LotDescription,Parent#,Revenue,ParentID,LotID
1346,SP20 - Blue/Charcoal Uniforms Tops,B007GBVJEC,41.37,163,883.0
1347,CC18GY - Grey Coveralls,B005DDYFEG,39.65,29,221.0
1348,PEJ3DW 16 32 - Blue Denim Bottoms and Overalls,B00HUA501M,39.57,343,444.0
1349,TP27P - Light Blue Hospitality,B00SBHNQ5K,39.53,662,1075.0
1350,SY10 - Charcoal/Grey Woven Shirts,B00FDOAU08,39.06,304,1049.0
1351,SC40 - Light Blue Woven Shirts,B007GC0V0E,39.02,245,643.0
1352,SP20 - Gm Blue/White Stripe Woven Shirts,B007GC0D2U,38.99,237,884.0
1353,PT38 - Khaki Pants,B00DUDNFJW,38.79,288,521.0
1354,CC18GY - Grey Coveralls,B005DDYFU0,38.29,33,221.0
1355,SS46LB - Light Blue Woven Shirts,B00AQ4FQGS,37.15,253,1034.0
1356,SS46WH - White Woven Shirts,B00AQ4FZ7I,36.44,259,1035.0
1357,1T21 - Stone Industrial,B00SBHLM9M,36.1,622,137.0
1358,PT32 - Charcoal Pants,B007GB8JEU,35.62,136,512.0
1359,SR60 - Light Blue Woven Shirts,B01EPECH98,34.83,717,1009.0
1360,PT32 - Charcoal Pants,B007GB8GW0,34.04,130,512.0
1361,PT32 - Navy Pants,B007GB99SU,33.97,149,514.0
1362,PT59P - Charcoal Hospitality,B00SBHMOOE,33.93,643,543.0
1363,WS20 - White Woven Shirts,B00O4VY36I,33.879999999999995,426,1145.0
1364,KP11 - White Medical,B00SBHM5PW,33.84,632,361.0
1365,SC30EN - Navy With Yellow/Green Visibility Trim Woven Shirts,B00O972OS6,33.75,547,640.0
1366,9S01 - Hunter Green Hospitality,B00BQHOLDS,33.34,265,186.0
1367,PT32 - Navy Pants,B007GB9ADY,31.99,151,514.0
1368,SS14OR - Fluorescent Orange Woven Shirts,B007GBZBMI,31.82,210,1024.0
1369,SP56BT - Medium Blue Uniforms Tops,B01AFSIDKA,31.58,688,956.0
1370,SK80 - Medium Blue Knit Tops,B019XDXNHQ,31.269999999999996,681,736.0
1371,SY60 - Charcoal Woven Shirts,B00O98HZ8Y,31.02,609,1063.0
1372,SY60 - Charcoal Woven Shirts,B01M8NQWZV,31.0,732,1063.0
1373,SY60 - Khaki Woven Shirts,B01M8NQWZV,30.42,732,1065.0
1374,SL20 - Blue/White Stripe Woven Shirts,B0078X2I84,29.94,112,776.0
1375,SY60 - Black Woven Shirts,B01ERS4EB6,29.76,721,1062.0
1376,SP20 - Blue/Charcoal Uniforms Tops,B007GBVNIY,29.75,165,883.0
1377,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC3R0JC,29.62,277,446.0
1378,SP36 - Dark Navy Uniforms Tops,B01AFSIDSM,29.4,692,943.0
1379,CC18RD - Red Coveralls,B005DDYEQK,29.26,25,223.0
1380,SS24YE - Fluorescent Yellow/Green Woven Shirts,B007GBX7WY,29.15,191,1029.0
1381,SP20 - White/green Stripe Woven Shirts,B007GBW0VS,29.0,174,889.0
1382,SK81 - Grey Tops and Sweaters,B0178EI246,28.169999999999998,669,738.0
1383,SP60CW - White/Charcoal Stripe Uniforms Tops,B0058T3H6M,28.14,10,958.0
1384,SS46LB - Light Blue Woven Shirts,B00AQ4FSM0,27.72,255,1034.0
1385,9S05P - Navy Hospitality,B00SBHLZPI,27.59,629,198.0
1386,SP20 - White/green Stripe Woven Shirts,B007GBW74S,26.71,179,889.0
1387,SP13P - Blue Industrial,B00SBHMWIW,26.66,648,832.0
1388,SS26WH - White Woven Shirts,B00AQ4GM34,25.35,262,1031.0
1389,SP24 - Navy/red Stripe Woven Shirts,B007GBWIU6,24.99,180,921.0
1390,SL20 - Blue/White Stripe Woven Shirts,B0078X2IW0,24.56,115,776.0
1391,SK81 - Medium Blue Tops and Sweaters,B0178EI246,24.490000000000002,669,739.0
1392,QT10 - Blue Flame Resistant Tops,B01C4C326U,24.46,699,579.0
1393,PT32 - Black Pants,B007GB8DM8,24.46,121,511.0
1394,QT10 - Charcoal Flame Resistant Tops,B01C4C326U,24.46,699,580.0
1395,QT10 - Black Flame Resistant Tops,B01C4C326U,24.45,699,578.0
1396,SY10 - Charcoal/Grey Woven Shirts,B00FDOAKPS,24.12,302,1049.0
1397,CEW2VG RG XXL - Visual Green Flame Resistant Bottoms,B00HUA1WPK,23.99,317,238.0
1398,SR60FB - French Blue Woven Shirts,B007GBZC8Q,23.98,213,1012.0
1399,SY60 - Navy Woven Shirts,B01MQ6GWQN,23.64,734,1067.0
1400,SC40PB - Postman Blue Woven Shirts,B007GBVG5Y,23.36,157,650.0
1401,PLJ8OL 50 34 - Olive Duck Flame Resistant Bottoms,B01NAK17IP,23.13,736,457.0
1402,SP56BT - Khaki Uniforms Tops,B01AFSIDKA,22.99,688,955.0
1403,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC4WKSW,22.98,285,446.0
1404,440 - White Uniforms Jackets,B00O7PC2DM,22.95,451,163.0
1405,PT32 - Charcoal Pants,B007GB8HP6,22.76,132,512.0
1406,PT32 - Black Pants,B007GB8CW4,22.53,118,511.0
1407,PT32 - Charcoal Pants,B007GB8JPO,22.43,137,512.0
1408,PT32 - Charcoal Pants,B007GB8J1S,22.28,135,512.0
1409,SS26WH - White Woven Shirts,B00AQ4GJS2,22.12,261,1031.0
1410,SC30 - Navy Woven Shirts,B007GBZC7M,21.32,212,633.0
1411,PEJ6SW 38 34 - Stone-wash Flame Resistant Bottoms,B00CC4V53I,20.48,284,446.0
1412,SC40 - Grey With Yellow/Green Visibility Trim Woven Shirts,B00O97QD5Q,20.4,606,642.0
1413,SK11 - Royal Blue Industrial,B00SBHMVAQ,19.79,647,696.0
1414,SP60LT - Light Tan Uniforms Tops,B00O973DV8,19.51,584,960.0
1415,SC40 - Navy Woven Shirts,B007GC0ZJ6,19.51,247,645.0
1416,SC40PB - Postman Blue Woven Shirts,B007GBVFKA,19.47,156,650.0
1417,400 - White Uniforms Jackets,B00O7PBP9O,19.28,434,143.0
1418,SS26WH - White Woven Shirts,B00AQ4GMUW,18.7,263,1031.0
1419,SK11P - Khaki Industrial,B00SBHMVAQ,18.22,647,697.0
1420,SS24YE - Fluorescent Yellow/Green Woven Shirts,B007GBX8BE,17.65,192,1029.0
1421,SR60 - Grey Stripe Woven Shirts,B007GBZN6M,17.53,223,1008.0
1422,SS24 - Fluorescent Yellow/Green High Visibility Tops,B007GBW2NY,16.34,176,1027.0
1423,SP20 - Light Blue/Navy Stripe Woven Shirts,B007GC0780,16.31,228,887.0
1424,HLH2RB RG M - Royal Blue Flame Resistant Tops,B00JFO0KK2,16.26,367,293.0
1425,SY60 - Charcoal Woven Shirts,B00O98HYPI,16.09,608,1063.0
1426,SS46WH - White Woven Shirts,B00AQ4FYOW,14.99,257,1035.0
1427,PEJWSD 10 30 - Sanded Denim Bottoms and Overalls,B00HUA58JQ,14.87,345,450.0
1428,SP24 - Navy/red Stripe Woven Shirts,B004IDDI9A,14.77,2,921.0
1429,SS26WH - White Woven Shirts,B00AQ4GJGO,14.2,260,1031.0
1430,1S00 - Hunter Woven Shirts,B00O9723SW,13.38,515,118.0
1431,SP20 - Light Blue/Navy Stripe Woven Shirts,B007GC04YC,13.15,226,887.0
1432,HB20 - Red Accessories,B00O971G4E,12.93,489,287.0
1433,PT32 - Navy Pants,B007GB9A8E,12.9,150,514.0
1434,SC24 - Light Blue Woven Shirts,B00781Q4C2,12.01,98,629.0
1435,PT32 - Black Pants,B007GB8D00,11.61,119,511.0
1436,PT32 - Navy Pants,B007GB97XM,11.61,145,514.0
1437,PT32 - Charcoal Pants,B007GB8IB4,11.61,133,512.0
1438,PT32 - Khaki Pants,B007GB8MQU,11.6,142,513.0
1439,5035 - White Uniforms Tops,B00O7PC5CA,10.83,457,170.0
1440,PT2C - Charcoal Pants,B00DUDNOE8,10.58,289,508.0
1441,SP20 - White/charcoal Stripe Woven Shirts,B007GBVHLM,10.26,158,888.0
1442,PT32 - Navy Pants,B007GB9AXE,10.13,153,514.0
1443,SY60 - Navy Woven Shirts,B01MFDJZT4,9.94,733,1067.0
1444,SP20 - White/charcoal Stripe Woven Shirts,B007GBVISY,9.05,161,888.0
1445,SY60 - Light Blue Woven Shirts,B01EP4LYIS,9.01,714,1066.0
1446,SP20 - Gm Blue/White Stripe Woven Shirts,B007GC0CNK,9.0,236,884.0
1447,SB22 - Petrol Blue/Navy Woven Shirts,B00781QTZY,8.88,102,624.0
1448,HP70 - White Accessories,B00O7PCATI,8.15,462,307.0
1449,SP20 - Khaki/black Check Uniforms Tops,B007GBWMJS,8.07,182,886.0
1450,SS46WH - White Woven Shirts,B00AQ4FYH4,8.03,256,1035.0
1451,SL20 - Blue/White Stripe Woven Shirts,B0078X2IIO,7.96,113,776.0
1452,9K03P - Putty Hospitality,B00SBHLTEU,7.49,626,180.0
1453,SS26WH - White Woven Shirts,B00AQ4GNDS,6.5,264,1031.0
1454,SS14YE - Fluorescent Yellow/green Woven Shirts,B007GBZK6K,5.98,218,1025.0
